raw_text,aspectTerms,qwen_pred
"The portions are big though, so do not order too much.","[{'term': 'portions', 'polarity': 'neutral'}]","content='[portions]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:56.101881883Z', 'done': True, 'done_reason': 'stop', 'total_duration': 91604253, 'load_duration': 16416361, 'prompt_eval_count': 186, 'prompt_eval_duration': 17000000, 'eval_count': 4, 'eval_duration': 53000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-6ecd6f10-890f-41be-9b33-6ec69e7ec037-0' usage_metadata={'input_tokens': 186, 'output_tokens': 4, 'total_tokens': 190}"
Groovy music made the dinner casual.,"[{'term': 'music', 'polarity': 'positive'}]","content=""['music']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:56.196497576Z', 'done': True, 'done_reason': 'stop', 'total_duration': 91817723, 'load_duration': 17323591, 'prompt_eval_count': 181, 'prompt_eval_duration': 16000000, 'eval_count': 4, 'eval_duration': 53000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-7f8cb55c-ed9a-4504-a831-88fb378b40c7-0' usage_metadata={'input_tokens': 181, 'output_tokens': 4, 'total_tokens': 185}"
The most pleasant surprise was the check that did not exceed my expectations as it always happens in most of the places.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:56.31946323Z', 'done': True, 'done_reason': 'stop', 'total_duration': 121145114, 'load_duration': 16040891, 'prompt_eval_count': 196, 'prompt_eval_duration': 19000000, 'eval_count': 6, 'eval_duration': 81000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-09bec534-526a-49b3-b862-05ec45391ff9-0' usage_metadata={'input_tokens': 196, 'output_tokens': 6, 'total_tokens': 202}"
I have a but here - there was a bathroom attendant in the restroom which was odd.,"[{'term': 'restroom', 'polarity': 'negative'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:56.441271754Z', 'done': True, 'done_reason': 'stop', 'total_duration': 120496634, 'load_duration': 15950190, 'prompt_eval_count': 191, 'prompt_eval_duration': 17000000, 'eval_count': 6, 'eval_duration': 83000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-29273f46-96b1-4aca-a572-f62ea1a5b193-0' usage_metadata={'input_tokens': 191, 'output_tokens': 6, 'total_tokens': 197}"
"The bathroom itself is very small with two toilets and only one sink, the girl was staying totally on the way hanging out paper towels from the dispenser.","[{'term': 'bathroom', 'polarity': 'negative'}]","content=""['bathroom']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:56.552738367Z', 'done': True, 'done_reason': 'stop', 'total_duration': 110033373, 'load_duration': 16106260, 'prompt_eval_count': 203, 'prompt_eval_duration': 20000000, 'eval_count': 5, 'eval_duration': 69000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-72665a6a-0016-4246-a793-d8827f09d6d5-0' usage_metadata={'input_tokens': 203, 'output_tokens': 5, 'total_tokens': 208}"
There were 3 bottles of perfume on the sink and the line of girls trying to use the sink.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:56.675457461Z', 'done': True, 'done_reason': 'stop', 'total_duration': 121523994, 'load_duration': 16301930, 'prompt_eval_count': 194, 'prompt_eval_duration': 19000000, 'eval_count': 6, 'eval_duration': 81000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-b798d207-540c-4590-9cd1-25aa04e0053d-0' usage_metadata={'input_tokens': 194, 'output_tokens': 6, 'total_tokens': 200}"
I felt ackward and next time went to the casino bathroom.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:56.794152424Z', 'done': True, 'done_reason': 'stop', 'total_duration': 117429943, 'load_duration': 16082850, 'prompt_eval_count': 186, 'prompt_eval_duration': 17000000, 'eval_count': 6, 'eval_duration': 80000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-a3b4bbd7-1c88-4909-ab5a-1e61bfa5e0d2-0' usage_metadata={'input_tokens': 186, 'output_tokens': 6, 'total_tokens': 192}"
This place rocks!!,"[{'term': 'place', 'polarity': 'positive'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:56.911481118Z', 'done': True, 'done_reason': 'stop', 'total_duration': 115621834, 'load_duration': 16009731, 'prompt_eval_count': 177, 'prompt_eval_duration': 16000000, 'eval_count': 6, 'eval_duration': 78000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-f0ba2239-39ac-45b4-95c8-407dfb0817cf-0' usage_metadata={'input_tokens': 177, 'output_tokens': 6, 'total_tokens': 183}"
"– Mercedes restaurant is so tasty, the service is undeniably awesome!","[{'term': 'service', 'polarity': 'positive'}]","content=""['Mercedes restaurant']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:57.036267442Z', 'done': True, 'done_reason': 'stop', 'total_duration': 122000694, 'load_duration': 17558940, 'prompt_eval_count': 188, 'prompt_eval_duration': 17000000, 'eval_count': 6, 'eval_duration': 82000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-b4e553ed-5275-4982-9f25-f5a4ec2f358c-0' usage_metadata={'input_tokens': 188, 'output_tokens': 6, 'total_tokens': 194}"
"The chips  and salsa are so yummy, and the prices are fabulous.","[{'term': 'chips  and salsa', 'polarity': 'positive'}]","content=""['chips', 'salsa', 'prices']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:57.239137088Z', 'done': True, 'done_reason': 'stop', 'total_duration': 200390066, 'load_duration': 16303610, 'prompt_eval_count': 188, 'prompt_eval_duration': 18000000, 'eval_count': 12, 'eval_duration': 161000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-8a56164f-3865-4cf9-a394-ecfcc14469b3-0' usage_metadata={'input_tokens': 188, 'output_tokens': 12, 'total_tokens': 200}"
"The atmosphere is aspiring, and  the decor is festive and amazing..","[{'term': 'atmosphere', 'polarity': 'positive'}, {'term': 'decor', 'polarity': 'positive'}]","content=""['atmosphere', 'decor']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:57.404525493Z', 'done': True, 'done_reason': 'stop', 'total_duration': 162971885, 'load_duration': 18121461, 'prompt_eval_count': 187, 'prompt_eval_duration': 18000000, 'eval_count': 9, 'eval_duration': 122000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-cb9d5fe3-a671-4ac3-a4bf-777b880b8455-0' usage_metadata={'input_tokens': 187, 'output_tokens': 9, 'total_tokens': 196}"
"The catering is out of this world, and Raouls chicken vegetable soup rocks my world!!!","[{'term': 'Raouls chicken vegetable soup', 'polarity': 'positive'}, {'term': 'catering', 'polarity': 'positive'}]","content=""['catering', 'Raouls chicken vegetable soup']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:57.6297757Z', 'done': True, 'done_reason': 'stop', 'total_duration': 223145037, 'load_duration': 16216411, 'prompt_eval_count': 192, 'prompt_eval_duration': 17000000, 'eval_count': 14, 'eval_duration': 184000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-b10bf279-e2f2-4117-b778-bdccdacacc19-0' usage_metadata={'input_tokens': 192, 'output_tokens': 14, 'total_tokens': 206}"
"Drinks are suberb, and I feel like I am in a Third World country when I walk in the door.","[{'term': 'Drinks', 'polarity': 'positive'}]","content=""['Drinks']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:57.743003353Z', 'done': True, 'done_reason': 'stop', 'total_duration': 111342893, 'load_duration': 18597120, 'prompt_eval_count': 197, 'prompt_eval_duration': 19000000, 'eval_count': 5, 'eval_duration': 69000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-b1f47aae-b364-41f2-aa31-afc91226de0c-0' usage_metadata={'input_tokens': 197, 'output_tokens': 5, 'total_tokens': 202}"
Insultingly Overpriced,"[{'term': 'noaspectterm', 'polarity': 'none'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:57.862591507Z', 'done': True, 'done_reason': 'stop', 'total_duration': 117646994, 'load_duration': 17596481, 'prompt_eval_count': 179, 'prompt_eval_duration': 16000000, 'eval_count': 6, 'eval_duration': 79000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-b305acf7-c752-42d1-99bf-fc083199b3ba-0' usage_metadata={'input_tokens': 179, 'output_tokens': 6, 'total_tokens': 185}"
- Mediocre Service/Quality,"[{'term': 'Service', 'polarity': 'neutral'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:57.994195571Z', 'done': True, 'done_reason': 'stop', 'total_duration': 129729834, 'load_duration': 17754380, 'prompt_eval_count': 179, 'prompt_eval_duration': 16000000, 'eval_count': 6, 'eval_duration': 90000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-42e072a7-0621-4661-98f5-8bd2e8292af9-0' usage_metadata={'input_tokens': 179, 'output_tokens': 6, 'total_tokens': 185}"
"– This review is for the Southglen location which is not listed in Citysearch:  I wish this review would make a difference enough for it to be addressed by management but Snooze has people climbing over each other for a chance to eat at this overpriced restaurant with mediocre food and service, so this review as well as the other negative ones for their Larimer location will go unaddressed.","[{'term': 'noaspectterm', 'polarity': 'none'}]","content=""['overpriced restaurant', 'mediocre food', 'mediocre service']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:58.29325242Z', 'done': True, 'done_reason': 'stop', 'total_duration': 297000369, 'load_duration': 16527320, 'prompt_eval_count': 255, 'prompt_eval_duration': 32000000, 'eval_count': 17, 'eval_duration': 243000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-85ee33b3-143a-4d2e-aa04-8decca02e062-0' usage_metadata={'input_tokens': 255, 'output_tokens': 17, 'total_tokens': 272}"
The presentation of Snooze is excellent and it is one of those places that you feel more sophisticated just for being there; but peel back the layers and you have an overpriced IHOP with a high brow menu.,"[{'term': 'Snooze', 'polarity': 'positive'}, {'term': 'menu', 'polarity': 'negative'}, {'term': 'Snooze', 'polarity': 'negative'}]","content=""['Snooze']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:58.429708984Z', 'done': True, 'done_reason': 'stop', 'total_duration': 134172914, 'load_duration': 18499790, 'prompt_eval_count': 217, 'prompt_eval_duration': 25000000, 'eval_count': 6, 'eval_duration': 86000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-e0cbd2d6-827a-40bd-8e3e-610598c989ad-0' usage_metadata={'input_tokens': 217, 'output_tokens': 6, 'total_tokens': 223}"
"To start off, approximately 8-10 oz of orange juice will cost you $3.","[{'term': 'orange juice', 'polarity': 'negative'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:58.556544798Z', 'done': True, 'done_reason': 'stop', 'total_duration': 124826964, 'load_duration': 18091901, 'prompt_eval_count': 193, 'prompt_eval_duration': 19000000, 'eval_count': 6, 'eval_duration': 83000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-8e764cd8-849a-4476-8664-eb3e1c8eb512-0' usage_metadata={'input_tokens': 193, 'output_tokens': 6, 'total_tokens': 199}"
"They serve it in a tall, skinny hour-glass shaped glass to disguise the fact that you a getting a small juice at the price of a half gallon in a supermarket.","[{'term': 'juice', 'polarity': 'negative'}]","content=""['tall, skinny hour-glass shaped glass', 'small juice']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:58.813502635Z', 'done': True, 'done_reason': 'stop', 'total_duration': 254960217, 'load_duration': 17338110, 'prompt_eval_count': 208, 'prompt_eval_duration': 20000000, 'eval_count': 16, 'eval_duration': 213000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-bcaf1858-4568-4fa4-9394-87e54a86f6b9-0' usage_metadata={'input_tokens': 208, 'output_tokens': 16, 'total_tokens': 224}"
I should have just asked for the check when I saw that; but their menu was so unique that I continued.,"[{'term': 'menu', 'polarity': 'positive'}]","content=""['menu']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:58.912858529Z', 'done': True, 'done_reason': 'stop', 'total_duration': 97440043, 'load_duration': 17599480, 'prompt_eval_count': 196, 'prompt_eval_duration': 19000000, 'eval_count': 4, 'eval_duration': 56000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-5c2bbfc9-2d8b-49d3-95bb-41ec1c677629-0' usage_metadata={'input_tokens': 196, 'output_tokens': 4, 'total_tokens': 200}"
"The pancakes were certainly inventive but $8.50 for 3 - 6"" pancakes (one of them was more like 5"") in the pancake flight (sample of 3 different pancakes) is well over-priced.","[{'term': 'pancakes', 'polarity': 'positive'}]","content=""['pancake flight']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:59.053562663Z', 'done': True, 'done_reason': 'stop', 'total_duration': 138011904, 'load_duration': 19000710, 'prompt_eval_count': 220, 'prompt_eval_duration': 24000000, 'eval_count': 6, 'eval_duration': 90000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-5ff8dd5a-7b86-454e-a2b6-346a8dfebd0c-0' usage_metadata={'input_tokens': 220, 'output_tokens': 6, 'total_tokens': 226}"
"The pancakes should be larger (at least 8"") to justify the expense even with the unique offerings.","[{'term': 'pancakes', 'polarity': 'negative'}]","content=""['pancakes']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:59.164371996Z', 'done': True, 'done_reason': 'stop', 'total_duration': 108521053, 'load_duration': 16568990, 'prompt_eval_count': 194, 'prompt_eval_duration': 18000000, 'eval_count': 5, 'eval_duration': 70000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-2d23966f-c165-4a93-bb52-ced45ec606a1-0' usage_metadata={'input_tokens': 194, 'output_tokens': 5, 'total_tokens': 199}"
The flavors were good but I have had far better pancakes at a German pancake specialty restaurant that were a little cheaper but significantly larger.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","content=""['flavors', 'pancakes']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:59.327245911Z', 'done': True, 'done_reason': 'stop', 'total_duration': 160971195, 'load_duration': 16252281, 'prompt_eval_count': 200, 'prompt_eval_duration': 19000000, 'eval_count': 9, 'eval_duration': 121000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-b3594c29-21a3-4852-b33b-2714e82d65fb-0' usage_metadata={'input_tokens': 200, 'output_tokens': 9, 'total_tokens': 209}"
"On my meal I had to send back my eggs for a simple request of breaking the yokes before cooking, and would have had to send them back again if I hadn't rejected the meal all together.","[{'term': 'eggs', 'polarity': 'negative'}, {'term': 'meal', 'polarity': 'negative'}]","content=""['eggs']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:59.444509955Z', 'done': True, 'done_reason': 'stop', 'total_duration': 115781704, 'load_duration': 17257471, 'prompt_eval_count': 214, 'prompt_eval_duration': 22000000, 'eval_count': 5, 'eval_duration': 72000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-d41bdcb3-4a2f-4253-bdcb-bc8b9a1dd42b-0' usage_metadata={'input_tokens': 214, 'output_tokens': 5, 'total_tokens': 219}"
